pid,polularity_score
POST00005596,6.8123704535912895
POST00005409,6.880829934028139
POST00005137,10.97445689003698
POST00005701,9.959547708944305
POST00005736,10.439733487241766
POST00005810,10.968988553256416
POST00004226,7.477356763704446
POST00005867,9.188058784864813
POST00005212,5.831437911383124
POST00005046,11.768816447852348
POST00005303,3.2903028591439094
POST00004807,10.184773119823054
POST00005953,10.825048334409313
POST00004381,8.820729855255586
POST00005725,10.037185229793062
POST00004532,9.919580792828416
POST00004771,10.78513191969214
POST00005825,9.200076552576217
POST00004689,10.736287987924442
POST00004765,6.953741042318645
POST00004127,4.942316059014324
POST00004758,10.433428775272256
POST00005250,11.107135489692627
POST00005292,8.913530042976241
POST00004415,8.465560658557392
POST00004353,8.635960112913574
POST00005614,5.51181144085012
POST00005713,5.638727112540786
POST00004635,11.123087040836227
POST00004574,5.391903271124115
POST00004522,10.493416550458464
POST00004502,8.715609441627985
POST00004717,7.8051345967458765
POST00004401,11.51979620209321
POST00004218,10.954863361382225
POST00005797,9.38046090831206
POST00004244,11.13947035346528
POST00005039,3.765169174468494
POST00005096,6.74801151034845
POST00005133,9.510752644857902
POST00004700,10.411880075727693
POST00004246,9.23790706443099
POST00004447,5.812653104551133
POST00004473,10.791363959433305
POST00005635,11.688784745570835
POST00004273,3.108041284957287
POST00004190,11.310592630079679
POST00004082,5.159055263580835
POST00005603,10.096137807390392
POST00004726,10.678219141330183
POST00005565,8.54704075779128
POST00005724,10.083246622194604
POST00005553,10.580316533054898
POST00004200,9.307782652699876
POST00005084,8.428858323786123
POST00004086,10.17609502549868
POST00004583,9.08609894620949
POST00004134,11.197947140822183
POST00004470,8.574233144499669
POST00004467,10.026295016061015
POST00005899,11.097883519883222
POST00004370,9.590604290440504
POST00005682,10.5424430466853
POST00005220,7.684532952900754
POST00005053,9.1632714478715
POST00005422,10.558850602707144
POST00004234,10.097635554020982
POST00005799,10.79146550527685
POST00004552,12.089565505504948
POST00004581,10.038320230392566
POST00005838,6.333765987083561
POST00004829,11.839440082976708
POST00005620,8.83135691268606
POST00005939,9.503835228516271
POST00005407,10.832934660950032
POST00005954,6.974394496321722
POST00004854,10.465538318001004
POST00005815,6.376080624300584
POST00005753,10.082770736701626
POST00004677,9.295869967233456
POST00004685,4.7571562282081175
POST00005860,2.746425272600133
POST00005988,7.118498239823051
POST00005980,11.017916454477866
POST00005097,7.968013842058634
POST00005525,9.082068395468658
POST00005369,8.125151564785773
POST00004504,10.536431987356483
POST00004345,10.240374221347263
POST00004969,10.112190843231986
POST00005833,11.747207523154005
POST00004970,9.680222028335974
POST00005694,6.507193940329741
POST00005075,10.900418605924871
POST00005003,6.193195303853318
POST00005259,6.2509845067501315
POST00005239,8.606053599069792
POST00005837,8.540582640155474
POST00005032,7.981201170564642
POST00004254,9.978535327128641
POST00005139,6.285027494991376
POST00004849,9.734684698321507
POST00004159,7.765314021063088
POST00005675,8.206092020308901
POST00004509,8.435563364977247
POST00005919,11.09920851263991
POST00004553,8.834862867623576
POST00005279,8.369643605429495
POST00005318,9.03871205355662
POST00005935,9.979440848015383
POST00004702,5.1399273964871615
POST00005572,9.28079524622732
POST00005571,10.775908794357509
POST00005080,9.17636508029997
POST00005910,8.346379832051484
POST00004276,11.735921823323793
POST00004870,8.5754059301985
POST00004733,8.947312457687115
POST00005196,10.140595875078885
POST00004411,10.202453718802325
POST00004027,9.549692377346565
POST00005770,11.503133053759392
POST00005085,9.74777966123373
POST00005367,9.693501995582182
POST00004155,5.8093427272195015
POST00005763,10.833539874075962
POST00005858,9.577713094375497
POST00004761,11.629840747920705
POST00004293,3.621602220777573
POST00004413,10.637219838494744
POST00004161,9.588577497455663
POST00004926,10.83614612160113
POST00005584,8.549539071896508
POST00005967,7.501737737837786
POST00005481,10.447812830251616
POST00004444,9.041684084737451
POST00005890,9.783012195819236
POST00005780,10.968571839953789
POST00005781,8.222491727208464
POST00004588,11.90582803030789
POST00005016,11.237487574274375
POST00005619,9.114986678281126
POST00005395,8.061146331661545
POST00004682,7.5260929802553385
POST00004577,8.946345070031798
POST00005089,9.743348039454677
POST00004501,10.111147622674952
POST00004610,9.402162810087342
POST00005359,8.367835004768386
POST00004022,9.139581532443264
POST00005040,8.438454967017366
POST00004087,12.143931164581959
POST00004314,9.698470794877846
POST00005730,9.372657191829411
POST00005929,7.5351269501905245
POST00004943,9.597330513024058
POST00004991,9.979913470405851
POST00005262,10.231451844092893
POST00004814,2.2386515732382186
POST00004080,9.408288922121102
POST00005473,11.430104580890106
POST00005533,9.108689116960878
POST00005420,7.733962913586867
POST00004884,9.985461004011956
POST00005462,10.815651195299438
POST00005638,8.598919313755689
POST00004651,9.437938737124947
POST00005889,10.124497321202057
POST00004456,8.691560690548137
POST00005031,7.466906594121854
POST00004005,8.057931438022282
POST00005206,9.45638639004029
POST00005633,10.020871598238308
POST00005123,10.415890286031216
POST00005809,10.217865115189722
POST00005559,10.074615669150495
POST00005618,11.222979519163713
POST00005575,10.001163781532508
POST00005966,11.529038411895172
POST00005446,11.5874176515495
POST00005807,10.106810851492813
POST00004292,10.140362554996198
POST00004221,10.050133477322724
POST00004560,8.01385460066035
POST00004004,10.84511509202184
POST00004208,11.246024915188627
POST00004025,6.854973742871737
POST00005188,9.253648879802226
POST00004788,9.270653604389537
POST00004968,8.004645366661698
POST00005611,9.020500634737289
POST00004867,11.409583326151301
POST00004848,10.301383408026872
POST00004439,4.69755422367342
POST00005283,11.395472515430514
POST00005660,6.307850557755978
POST00005586,10.740330980410615
POST00004211,8.119806682408562
POST00004035,8.914789605574173
POST00005104,8.15767159109089
POST00004384,5.330830184248752
POST00004672,9.135469518742157
POST00005847,7.393298543805132
POST00004156,8.89245302613985
POST00005465,10.529419674629114
POST00005191,11.879377015327762
POST00005915,9.722444145503182
POST00005528,11.623465578702852
POST00004941,11.528820607487221
POST00004281,8.907909499376446
POST00004715,12.084453127480318
POST00004558,8.449304175741968
POST00005514,4.791361676316496
POST00004797,8.604498265695673
POST00005337,6.859821276531192
POST00005321,10.387836254528615
POST00004480,11.92501147726999
POST00005973,2.1523019312115386
POST00005641,11.119497665961916
POST00005221,11.157622949716231
POST00004793,9.126796925316327
POST00004597,9.498159927356607
POST00005744,9.436493655134285
POST00005943,8.693821628542018
POST00004566,9.090804656028341
POST00004706,7.7031116033665725
POST00005459,5.868695970840755
POST00004524,10.442602608154738
POST00004241,9.239799196941231
POST00004934,7.593162723941719
POST00005543,2.245027020738444
POST00005852,10.802915879768651
POST00004861,8.762764878272096
POST00005301,10.868993176521188
POST00005894,10.849728045735372
POST00004477,10.160057110850605
POST00004893,10.823386483818329
POST00005768,8.302849167152253
POST00005371,6.050648161554997
POST00004842,9.58303579285984
POST00004398,9.550244518604813
POST00005005,10.314963321250591
POST00004446,10.526831517243645
POST00004366,9.225886141368013
POST00004623,9.80507274259534
POST00005414,9.7560698570253
POST00005705,7.8976741428495
POST00004944,11.80926548068344
POST00005284,8.456806229203357
POST00004403,9.857619403427181
POST00004827,9.41947931087891
POST00004660,11.036971263403649
POST00005447,9.125763181285224
POST00005906,10.103208123490226
POST00004825,11.741236891948748
POST00004924,6.082306062236232
POST00004731,10.333618193942435
POST00004495,7.51907323474056
POST00005881,6.044692778718338
POST00005517,8.973583906145326
POST00005903,5.090870502314507
POST00005617,4.277755352059352
POST00004237,8.601928474467924
POST00004881,10.004087876549075
POST00005429,8.395908934405032
POST00005397,11.220039040547029
POST00005203,8.206760766587669
POST00004594,6.740752587955063
POST00005358,9.480787391281051
POST00004379,9.845787394571197
POST00004873,8.222683139289591
POST00004659,11.365829012889439
POST00005908,8.69065541156495
POST00005330,10.61461247622183
POST00004250,9.684711792943371
POST00005342,9.888808782288843
POST00004946,9.800949567321288
POST00005808,6.4162565831544525
POST00005241,8.33392930956687
POST00005772,3.2494446686714515
POST00004988,11.417032329635694
POST00004465,10.659597084151072
POST00005496,10.827228219638393
POST00005492,9.808623264393951
POST00005386,11.244214527627694
POST00005387,5.213560310987983
POST00005965,6.832338715759211
POST00004616,10.209401403689604
POST00004742,9.460245883103225
POST00005958,9.940292176150546
POST00004874,2.435221287683587
POST00004499,9.856300151220466
POST00004627,3.9087561664663366
POST00005751,11.022098574200829
POST00004310,3.0511188994439458
POST00005233,10.009825004499639
POST00005564,8.68636312497603
POST00005364,9.40725706287073
POST00004750,9.190788340131444
POST00005377,11.732023278321735
POST00004494,9.959317952131846
POST00004252,6.138280507180486
POST00004590,6.518586967412149
POST00004268,7.812947291355111
POST00005888,7.802031683541118
POST00005037,9.423968767056346
POST00004993,8.564394769844885
POST00004972,10.381526956427802
POST00005566,10.24179627036034
POST00005792,7.058206361807361
POST00004755,7.115727265085837
POST00005931,7.565155772095425
POST00005741,7.252653196996068
POST00005163,9.79111054174958
POST00005636,10.568548100058118
POST00005339,11.09420996445759
POST00005489,11.27611010830867
POST00004245,10.289349925999293
POST00005392,10.025014466950676
POST00005703,8.278560634466157
POST00004166,11.044676417830152
POST00004910,10.642506636470262
POST00005941,5.159040411147863
POST00004067,11.309648592244628
POST00005522,9.224672725017411
POST00005365,8.689864247428574
POST00004931,8.589478510497528
POST00004935,11.17438724765463
POST00004828,9.155633840699029
POST00004010,9.057547487520095
POST00005130,5.989848654129283
POST00004148,7.519482448393918
POST00004364,10.453947364431377
POST00004690,9.778718768811862
POST00005842,11.265065086022439
POST00004063,8.251799242265534
POST00004948,9.686063620548886
POST00005207,9.451056237281104
POST00004301,8.071681056306641
POST00004478,9.621744454459133
POST00004938,10.755340117331494
POST00004545,10.338236555155854
POST00004056,9.247690230117547
POST00004674,9.289034370639875
POST00004141,8.655196606868415
POST00005114,7.979751186865005
POST00004432,11.183528246546743
POST00005883,10.423633881327532
POST00004673,10.372119480884805
POST00005230,11.645140397227548
POST00004741,7.517837781845461
POST00004065,10.731032218389755
POST00005813,11.627068399687182
POST00004625,9.953140198710651
POST00004417,3.365032030380549
POST00005082,11.558045163082367
POST00004344,4.658086941847163
POST00004162,1.6980118125188195
POST00004260,8.574313855353946
POST00004069,9.066400784664168
POST00005898,9.605443364305266
POST00005819,11.133746845875475
POST00005103,4.134282096618217
POST00005727,10.22082954263594
POST00005316,6.861834636476477
POST00004639,10.278472379722597
POST00004175,9.26798501698279
POST00004937,10.467909923586157
POST00004042,9.747275042852344
POST00005248,8.358052493470764
POST00005551,8.591625305092904
POST00005616,10.885497011946981
POST00005793,9.78692020830016
POST00005723,10.603484135874428
POST00005689,10.890533741149843
POST00005609,9.193000228152563
POST00004120,9.318167083182008
POST00005014,3.4987840080320676
POST00005237,12.060725061912938
POST00004880,10.318094173700812
POST00004352,8.285867001812562
POST00005759,10.843732207134527
POST00004045,10.822826019678283
POST00004922,3.843930318551538
POST00005311,11.314313280559153
POST00004636,10.545905136176618
POST00005750,9.456917788332158
POST00004508,11.153463737728723
POST00005477,3.565895154390966
POST00005521,6.736345583983968
POST00004372,11.294780394574762
POST00005329,7.279436499930574
POST00004982,9.88702125234795
POST00004014,6.582750735253152
POST00004667,10.041430539359647
POST00005601,8.18053572383723
POST00004450,4.489268492053144
POST00004790,10.151094759526258
POST00004031,3.2582777967252623
POST00005562,10.086083574290448
POST00005921,10.579617804506135
POST00004173,10.686117463608703
POST00004638,8.82344791101735
POST00005092,10.261656034909004
POST00004954,10.01725665572293
POST00004356,8.516806858766664
POST00004905,10.794306542079568
POST00005745,8.905597017304741
POST00004732,10.762775759304096
POST00005110,10.514141237689149
POST00004830,12.01505873738432
POST00005549,11.335925020162332
POST00004838,9.590791518590002
POST00004773,11.084545963421865
POST00005056,3.382529886781448
POST00004962,9.569910859169092
POST00004143,4.658206509693542
POST00004187,9.994469808233383
POST00004518,11.994985656795782
POST00005761,8.852618221912657
POST00005434,10.861140760905291
POST00005942,13.24747246062215
POST00005974,12.19814424372656
POST00004892,10.930819251889796
POST00005940,10.163142149103969
POST00004586,10.54766872775869
POST00004222,8.33683734981925
POST00005106,7.366964695670755
POST00004149,11.636921007114823
POST00004529,6.809255899545673
POST00004489,11.97414086349352
POST00004230,8.474176190536175
POST00005985,10.023489884923844
POST00005976,11.499031112432288
POST00004589,10.54484309950149
POST00004457,9.059883306741911
POST00004656,9.807542282114234
POST00004284,9.396000327444982
POST00004034,7.609271841264013
POST00004406,9.164127980833277
POST00004258,3.8770005494595012
POST00004323,10.383959642516565
POST00005822,10.813248699782237
POST00004037,9.55358546986461
POST00005685,12.065411665911567
POST00004965,8.084859607647271
POST00005218,10.947798322868632
POST00004223,8.560624725997354
POST00004964,9.11286201447036
POST00005129,8.644467284585417
POST00005893,7.769336291456034
POST00005051,8.37085549384934
POST00005326,10.559116087006075
POST00004130,9.39011715796089
POST00004777,4.664787216346859
POST00004611,9.163563002905672
POST00005905,4.863496455393904
POST00005970,10.332097315144146
POST00004395,9.9661771887548
POST00004251,10.510396112163955
POST00004645,9.625557457367886
POST00004232,9.133549565012984
POST00004890,11.22381215550058
POST00005291,9.633278789204162
POST00004713,11.246443917565445
POST00005777,10.110207841943534
POST00004342,3.2395907923769163
POST00005379,8.487196690868666
POST00004573,10.263690538379665
POST00005726,8.763558887110813
POST00004798,8.230219039276985
POST00003945,6.079812400310175
POST00005108,10.541253501887526
POST00005722,7.302246026133686
POST00004857,9.318064428775855
POST00004320,8.03051667922306
POST00005278,2.1284713690235306
POST00004912,8.847377286172543
POST00005091,11.063658169818238
POST00004076,8.539815781013248
POST00004038,5.404215231118249
POST00004559,7.542404864904321
POST00005924,9.875713065475058
POST00005308,11.551240605045894
POST00005411,7.544565335314112
POST00005972,8.75982499948425
POST00005222,4.925519872636551
POST00005266,11.502830386782835
POST00005632,11.429510076919952
POST00004835,9.452798306522817
POST00004282,10.272621458996408
POST00005214,5.995728083319188
POST00005836,9.418873248579018
POST00004073,9.22574772283039
POST00005821,11.623667657401903
POST00004896,9.79928085119044
POST00005555,6.944341334550502
POST00004950,9.777333166869289
POST00004887,3.817951094649139
POST00004684,8.630786368236587
POST00004622,6.625875856588289
POST00005466,3.510110590279617
POST00005766,10.16542047570301
POST00004762,11.314459492242495
POST00005223,10.759793065341697
POST00004600,4.66396091766222
POST00004745,9.421493084744355
POST00005461,5.089499080427107
POST00004235,6.402352148751797
