pid,polularity_score
POST00005596,6.812898796930392
POST00005409,6.8821219542688485
POST00005137,10.972504541585655
POST00005701,9.96034543019939
POST00005736,10.438476641527775
POST00005810,10.969747078510785
POST00004226,7.478781652936701
POST00005867,9.188714008997216
POST00005212,5.833450105125171
POST00005046,11.770131013487894
POST00005303,3.2922434256368116
POST00004807,10.185244008297985
POST00005953,10.826115867582091
POST00004381,8.823376082257814
POST00005725,10.039564276022078
POST00004532,9.917878858426011
POST00004771,10.782703716894764
POST00005825,9.201590537845956
POST00004689,10.738088138998894
POST00004765,6.956906102115134
POST00004127,4.943694378604429
POST00004758,10.435236871738681
POST00005250,11.106806837056126
POST00005292,8.914797754960414
POST00004415,8.467629205179785
POST00004353,8.638638422846586
POST00005614,5.512901561648221
POST00005713,5.640565195295266
POST00004635,11.121652419960236
POST00004574,5.392991181820106
POST00004522,10.494289296346654
POST00004502,8.717852285107307
POST00004717,7.805999958860296
POST00004401,11.519507204652127
POST00004218,10.954335955602465
POST00005797,9.381258284795184
POST00004244,11.139534542018392
POST00005039,3.766392645381159
POST00005096,6.748303096379067
POST00005133,9.512693709442885
POST00004700,10.411078226551973
POST00004246,9.239400295952052
POST00004447,5.81559703225549
POST00004473,10.790735741576086
POST00005635,11.690138279127599
POST00004273,3.1106175703785173
POST00004190,11.308850502159398
POST00004082,5.161557941114855
POST00005603,10.098797716027653
POST00004726,10.679928486899117
POST00005565,8.5470725190452
POST00005724,10.08534775616642
POST00005553,10.579704573813014
POST00004200,9.308339156723825
POST00005084,8.429269267405074
POST00004086,10.174703583526878
POST00004583,9.08613795153514
POST00004134,11.195830014888516
POST00004470,8.57431244153978
POST00004467,10.028225223120124
POST00005899,11.09826343471465
POST00004370,9.591133207874826
POST00005682,10.542810354805143
POST00005220,7.686571530598754
POST00005053,9.163992552944634
POST00005422,10.558396291284398
POST00004234,10.097666404102725
POST00005799,10.79188632096618
POST00004552,12.088872054282051
POST00004581,10.039244079452798
POST00005838,6.337388765120553
POST00004829,11.84013801466278
POST00005620,8.83317602188854
POST00005939,9.505645767765781
POST00005407,10.834216588377798
POST00005954,6.977339788282268
POST00004854,10.465917783160508
POST00005815,6.376544189265275
POST00005753,10.08225556861901
POST00004677,9.296128180296302
POST00004685,4.757075639716116
POST00005860,2.7479252214301524
POST00005988,7.11889965770597
POST00005980,11.018233536625477
POST00005097,7.968325854669616
POST00005525,9.08418258130894
POST00005369,8.126548193875053
POST00004504,10.538267641618043
POST00004345,10.24116935398311
POST00004969,10.112193143632556
POST00005833,11.7479402047823
POST00004970,9.67853876050776
POST00005694,6.509076469007676
POST00005075,10.900973201998001
POST00005003,6.1953870391138475
POST00005259,6.252824352744468
POST00005239,8.606908798830597
POST00005837,8.541046005107363
POST00005032,7.985625436892319
POST00004254,9.979946306006536
POST00005139,6.2856897263982585
POST00004849,9.73618145621336
POST00004159,7.76666009614296
POST00005675,8.207049737492069
POST00004509,8.439587128981318
POST00005919,11.100519341351573
POST00004553,8.835538067601647
POST00005279,8.372674725261891
POST00005318,9.03944348545155
POST00005935,9.979673699645762
POST00004702,5.141619308872153
POST00005572,9.281081663991987
POST00005571,10.77516328965986
POST00005080,9.175870509291956
POST00005910,8.346774324938739
POST00004276,11.734529361597701
POST00004870,8.576389256879583
POST00004733,8.948040261680122
POST00005196,10.14391083969065
POST00004411,10.20379515571759
POST00004027,9.54980382295328
POST00005770,11.502620188135438
POST00005085,9.748145409411626
POST00005367,9.693640769346581
POST00004155,5.810638068379632
POST00005763,10.833231691010523
POST00005858,9.57911341858047
POST00004761,11.629476909603724
POST00004293,3.622839283775554
POST00004413,10.636233438169615
POST00004161,9.589769964614572
POST00004926,10.834972912167714
POST00005584,8.550595692053609
POST00005967,7.503168314122715
POST00005481,10.44877905678058
POST00004444,9.039336994866186
POST00005890,9.783055789455608
POST00005780,10.968558111653213
POST00005781,8.22252179864249
POST00004588,11.908277878396586
POST00005016,11.237926435376638
POST00005619,9.11676604425558
POST00005395,8.062572158414017
POST00004682,7.526604054283097
POST00004577,8.945057332564124
POST00005089,9.742918852467401
POST00004501,10.109814347456203
POST00004610,9.404925792837137
POST00005359,8.367280427847367
POST00004022,9.138799108438398
POST00005040,8.440010901843957
POST00004087,12.144465867015844
POST00004314,9.699003946674067
POST00005730,9.37106749621065
POST00005929,7.5376708936345445
POST00004943,9.595621898735294
POST00004991,9.979007489781706
POST00005262,10.232307550213458
POST00004814,2.239103004643184
POST00004080,9.408347800135404
POST00005473,11.429466795730457
POST00005533,9.108560645376361
POST00005420,7.735643403961466
POST00004884,9.988330384873562
POST00005462,10.817600633171514
POST00005638,8.600576279689893
POST00004651,9.437382072387232
POST00005889,10.12418389357433
POST00004456,8.690889239586367
POST00005031,7.46714362623388
POST00004005,8.057284967863165
POST00005206,9.456981270258337
POST00005633,10.020150198928697
POST00005123,10.416175815302317
POST00005809,10.217880216257218
POST00005559,10.076119377573665
POST00005618,11.223077557325613
POST00005575,9.999114729778189
POST00005966,11.529033111777053
POST00005446,11.587976102762426
POST00005807,10.10899003205374
POST00004292,10.14072636749358
POST00004221,10.05009945442115
POST00004560,8.014915888684902
POST00004004,10.847153185788255
POST00004208,11.244293567932234
POST00004025,6.855864347773456
POST00005188,9.252515879855583
POST00004788,9.272885568153933
POST00004968,8.004814472964243
POST00005611,9.021019719246633
POST00004867,11.410452589901023
POST00004848,10.300883014585636
POST00004439,4.698483873033324
POST00005283,11.396847915042894
POST00005660,6.306819668247896
POST00005586,10.739452877574761
POST00004211,8.120555184013522
POST00004035,8.913862406071942
POST00005104,8.157284589050319
POST00004384,5.330950441948986
POST00004672,9.134876679519934
POST00005847,7.393772374502123
POST00004156,8.893746719611073
POST00005465,10.529696570045232
POST00005191,11.880355530742442
POST00005915,9.723635423674361
POST00005528,11.623937721694041
POST00004941,11.526606265258295
POST00004281,8.90601282474005
POST00004715,12.085960222102708
POST00004558,8.450922383700899
POST00005514,4.792779880104126
POST00004797,8.603906931956613
POST00005337,6.85919212564105
POST00005321,10.390365805202272
POST00004480,11.926412476210142
POST00005973,2.1533651983379674
POST00005641,11.120477138753277
POST00005221,11.158548426380404
POST00004793,9.127360909741737
POST00004597,9.497472534280002
POST00005744,9.43495812988236
POST00005943,8.693621576282187
POST00004566,9.091153822231977
POST00004706,7.704952465027171
POST00005459,5.8692611462883
POST00004524,10.445592415822276
POST00004241,9.23919520313502
POST00004934,7.596047595341416
POST00005543,2.246771453881103
POST00005852,10.805512276891934
POST00004861,8.763564760937056
POST00005301,10.869714775218261
POST00005894,10.850344601212557
POST00004477,10.160690486624967
POST00004893,10.825639048933613
POST00005768,8.304870393403704
POST00005371,6.05205872232818
POST00004842,9.580530350465958
POST00004398,9.551102325570753
POST00005005,10.317292692931952
POST00004446,10.526954068345836
POST00004366,9.225899131701372
POST00004623,9.805793175666299
POST00005414,9.756090796761088
POST00005705,7.899385482115351
POST00004944,11.811376512796478
POST00005284,8.457828667916546
POST00004403,9.858207345544686
POST00004827,9.418488196241855
POST00004660,11.034486743489937
POST00005447,9.126732721352203
POST00005906,10.103400113031423
POST00004825,11.740099370180422
POST00004924,6.082751181821483
POST00004731,10.334699203207611
POST00004495,7.520137709850576
POST00005881,6.048111725107736
POST00005517,8.97680600656339
POST00005903,5.090716933068223
POST00005617,4.281130885905123
POST00004237,8.600664089685992
POST00004881,10.003378347984725
POST00005429,8.396770899725356
POST00005397,11.220167220015272
POST00005203,8.206854251980436
POST00004594,6.741633497095933
POST00005358,9.48278254211146
POST00004379,9.845614401055013
POST00004873,8.223157687124749
POST00004659,11.36789537382891
POST00005908,8.691554531144448
POST00005330,10.614468870353777
POST00004250,9.683951126520599
POST00005342,9.889892037538694
POST00004946,9.802654883935674
POST00005808,6.417255531737432
POST00005241,8.333300035290375
POST00005772,3.2505657345860763
POST00004988,11.420113201222444
POST00004465,10.65852884634498
POST00005496,10.827962609237577
POST00005492,9.810960602525698
POST00005386,11.246294447822482
POST00005387,5.214739828615596
POST00005965,6.833149939502788
POST00004616,10.210130423966339
POST00004742,9.46077436960956
POST00005958,9.940323264990056
POST00004874,2.43655953688212
POST00004499,9.856012208980951
POST00004627,3.9107760919289927
POST00005751,11.022996672852642
POST00004310,3.0525722416749783
POST00005233,10.011626030550183
POST00005564,8.687882071174714
POST00005364,9.406715103652196
POST00004750,9.19069229868678
POST00005377,11.73177300242998
POST00004494,9.958687634613392
POST00004252,6.140686350814354
POST00004590,6.519084275344995
POST00004268,7.81461804359702
POST00005888,7.803266377374377
POST00005037,9.423891860381396
POST00004993,8.564605814610253
POST00004972,10.384719719196594
POST00005566,10.241230919965325
POST00005792,7.061905573044499
POST00004755,7.118275598759299
POST00005931,7.564873673311499
POST00005741,7.251537905367644
POST00005163,9.792178455073383
POST00005636,10.569552159219942
POST00005339,11.096094947466709
POST00005489,11.276377944281911
POST00004245,10.290557456408782
POST00005392,10.023857903199463
POST00005703,8.280444185776217
POST00004166,11.04433501472284
POST00004910,10.642612144439704
POST00005941,5.16030903042231
POST00004067,11.30987630047443
POST00005522,9.225817082982536
POST00005365,8.690942280624677
POST00004931,8.591810706800038
POST00004935,11.175326775442468
POST00004828,9.154347812600818
POST00004010,9.058717598281836
POST00005130,5.992149334720819
POST00004148,7.51985569339863
POST00004364,10.451473536883332
POST00004690,9.781323651565012
POST00005842,11.267131979321649
POST00004063,8.254560141678077
POST00004948,9.686254873738362
POST00005207,9.45420921389018
POST00004301,8.073229281863103
POST00004478,9.622348425181485
POST00004938,10.75595908669085
POST00004545,10.338046472478375
POST00004056,9.248134307923367
POST00004674,9.2886161297399
POST00004141,8.655669643600458
POST00005114,7.983342447608752
POST00004432,11.183583784768116
POST00005883,10.42540114250784
POST00004673,10.372101014729195
POST00005230,11.647233459340582
POST00004741,7.518267695381957
POST00004065,10.73068005507487
POST00005813,11.627670845788174
POST00004625,9.951353802117964
POST00004417,3.367157908891734
POST00005082,11.560791874369864
POST00004344,4.6593521480350795
POST00004162,1.6987941645969067
POST00004260,8.574256877568793
POST00004069,9.067770888427159
POST00005898,9.607209696786668
POST00005819,11.133628439769513
POST00005103,4.136674517629528
POST00005727,10.222065876606342
POST00005316,6.863062641379891
POST00004639,10.27950037915824
POST00004175,9.269136900717003
POST00004937,10.466638067068653
POST00004042,9.749046994250872
POST00005248,8.361131023196522
POST00005551,8.591181262413182
POST00005616,10.885566368316493
POST00005793,9.789977831923538
POST00005723,10.60167563232155
POST00005689,10.892908962356127
POST00005609,9.193604511116972
POST00004120,9.318121017779516
POST00005014,3.5006867637610486
POST00005237,12.062546640042225
POST00004880,10.320156600882562
POST00004352,8.287714892066145
POST00005759,10.844701776364555
POST00004045,10.824422333138083
POST00004922,3.846178287022781
POST00005311,11.31517884768198
POST00004636,10.544820857220834
POST00005750,9.459227064563828
POST00004508,11.15329021721708
POST00005477,3.567523582923094
POST00005521,6.736092828336207
POST00004372,11.295316802192323
POST00005329,7.283364049095496
POST00004982,9.888073937722941
POST00004014,6.583816424291605
POST00004667,10.04222932430695
POST00005601,8.18198720338778
POST00004450,4.490224796673237
POST00004790,10.152596983432721
POST00004031,3.2609109571265043
POST00005562,10.088282350279693
POST00005921,10.580054163363355
POST00004173,10.685530217068491
POST00004638,8.82369511944885
POST00005092,10.260702178109266
POST00004954,10.015798041859052
POST00004356,8.514799224592728
POST00004905,10.794538041794283
POST00005745,8.90529001492386
POST00004732,10.763265689071833
POST00005110,10.51523325140103
POST00004830,12.014996984253532
POST00005549,11.332614731620808
POST00004838,9.591706906573483
POST00004773,11.083439562869977
POST00005056,3.38351041917597
POST00004962,9.571149735912929
POST00004143,4.659549177840881
POST00004187,9.993868504824999
POST00004518,11.996963458261037
POST00005761,8.853970174010891
POST00005434,10.860797846101807
POST00005942,13.247473385253377
POST00005974,12.198830942229892
POST00004892,10.932653066976167
POST00005940,10.163818023978038
POST00004586,10.548588980775763
POST00004222,8.337797746361167
POST00005106,7.368079547961721
POST00004149,11.639360649721095
POST00004529,6.810873543841942
POST00004489,11.973638886703185
POST00004230,8.475720250888676
POST00005985,10.023127502006751
POST00005976,11.499686181594418
POST00004589,10.544212373585772
POST00004457,9.060459711761904
POST00004656,9.806839865068014
POST00004284,9.396660687226772
POST00004034,7.609619654846701
POST00004406,9.164249785248957
POST00004258,3.8782608252531796
POST00004323,10.385271268331092
POST00005822,10.814241310437913
POST00004037,9.551180117099143
POST00005685,12.067235970199572
POST00004965,8.0867042792998
POST00005218,10.948016091267295
POST00004223,8.561680369883113
POST00004964,9.112830242917973
POST00005129,8.64712004531254
POST00005893,7.770709540794374
POST00005051,8.370248688374158
POST00005326,10.558768071325279
POST00004130,9.389138781388775
POST00004777,4.66678767948041
POST00004611,9.163460370172668
POST00005905,4.86437438921401
POST00005970,10.332054441166774
POST00004395,9.967443636166616
POST00004251,10.51053289697936
POST00004645,9.6239857115053
POST00004232,9.1322859505031
POST00004890,11.22446288660901
POST00005291,9.6342574776494
POST00004713,11.246492749017076
POST00005777,10.111624171233471
POST00004342,3.240874294755038
POST00005379,8.487829934170536
POST00004573,10.263657394528355
POST00005726,8.767945133713686
POST00004798,8.230715464592844
POST00003945,6.081899281900414
POST00005108,10.538832357211703
POST00005722,7.304274223209113
POST00004857,9.321418455645514
POST00004320,8.029493813889786
POST00005278,2.130113557641416
POST00004912,8.8479091213551
POST00005091,11.065098520826629
POST00004076,8.542071961526865
POST00004038,5.405527292945419
POST00004559,7.543731080971931
POST00005924,9.877974944002448
POST00005308,11.549536120870634
POST00005411,7.546892948744851
POST00005972,8.758676837956306
POST00005222,4.927159150354617
POST00005266,11.502760406096154
POST00005632,11.430652001209975
POST00004835,9.451605945397747
POST00004282,10.273363467788162
POST00005214,5.996602161371574
POST00005836,9.421057819396843
POST00004073,9.224903828944049
POST00005821,11.622505692704724
POST00004896,9.799497061037718
POST00005555,6.943642760088997
POST00004950,9.778220642953489
POST00004887,3.8192079160394603
POST00004684,8.631904905441669
POST00004622,6.627459068138417
POST00005466,3.51106020453982
POST00005766,10.165544967147376
POST00004762,11.313702050196838
POST00005223,10.760622362604169
POST00004600,4.667686424946683
POST00004745,9.420764064765486
POST00005461,5.09090352211296
POST00004235,6.404195982385368
POST00004302,9.392768892186155
POST00005210,3.360916968519984
POST00004050,10.928793732985682
POST00005848,10.919624952999058
POST00004142,4.6254696496532
POST00005628,9.140591582085593
POST00004994,9.515169795647758
POST00004321,9.158118552949595
POST00004438,8.264029079099949
POST00005779,11.000024157915949
POST00004862,8.699344452214167
POST00004348,10.661932491408098
POST00005578,10.03824641692925
POST00005055,8.849816542804387
POST00005916,9.652355473733357
POST00004266,9.383414921810507
POST00005719,10.19496507594931
POST00004712,10.846149866511194
POST00005458,9.220321370161134
POST00005322,7.217191239152064
POST00005036,11.38917571157929
POST00005671,4.831509731487627
POST00005663,7.84588037103541
POST00004805,9.435813747074203
POST00005678,9.522113431846455
POST00004626,10.905017854758997
POST00005824,10.282326786524662
POST00004212,10.512106052915295
POST00004637,4.891765557739318
POST00005934,7.968253971381151
POST00004844,10.069077868458193
POST00005591,11.397081916477916
POST00005432,6.976318500362773
POST00004547,6.779269300231297
POST00004531,8.533611918747468
POST00005087,10.908775517733215
POST00005666,6.387157057821616
POST00004995,10.83065907554827
POST00005242,11.00213382562858
POST00004271,4.485491814535932
POST00005737,10.771226744273811
POST00004823,9.674158176678839
POST00004703,7.860011707784192
POST00005518,8.516737132653985
POST00005217,10.62824283857882
POST00004452,9.890669605607384
POST00005895,10.858285967251664
POST00005599,11.732311820444034
POST00005570,7.515452085781
POST00004195,9.337246288643614
POST00004184,9.509392840803716
